cohort,data_type,field_name,description,category,units,loinc_code,loinc_name,confidence_score,query_source,llm_reasoning,num_queries,top_5_loinc
arivale,questionnaires,jiahui:health-history:hh:liver_pancreas_gallbladder:general,Misc - Jiahui:Health-History:Hh:Liver Pancreas Gallbladder:General,misc,,NO_MATCH,,0,llm_no_match,"All provided LOINC codes are specific diagnostic procedures (ERCP, ultrasound, CT, MR) rather than general health history questionnaire items about liver/pancreas/gallbladder conditions. The field appears to be a general health history section, not a specific procedure or measurement.",5,"['28016-4', '80839-4', '28017-2', '105128-3', '24711-4']"
arivale,questionnaires,jiahui:health-history:hh:liver_pancreas_gallbladder:hepatitis,Misc - Jiahui:Health-History:Hh:Liver Pancreas Gallbladder:Hepatitis,misc,,NO_MATCH,,0,llm_no_match,"The field asks about hepatitis history from a questionnaire, but all top matches are imaging studies (ERCP, ultrasound, CT, MR) rather than history-taking codes. While there are history codes for other conditions (hyperlipidemia, hyperuricemia), none specifically address hepatitis history.",5,"['28016-4', '88655-6', '28017-2', '28614-6', '78924-8']"
arivale,questionnaires,jiahui:health-history:hh:liver_pancreas_gallbladder:liver_abcess,Misc - Jiahui:Health-History:Hh:Liver Pancreas Gallbladder:Liver Abcess,misc,,NO_MATCH,,0,llm_no_match,"All top matches are imaging procedures (CT, ERCP, US, MR) rather than history codes. The field asks about patient's history of liver abscess, but no appropriate history-taking LOINC code is present in the search results.",5,"['46393-5', '28017-2', '88655-6', '28016-4', '24814-6']"
arivale,questionnaires,jiahui:health-history:hh:liver_pancreas_gallbladder:liver_failure,Misc - Jiahui:Health-History:Hh:Liver Pancreas Gallbladder:Liver Failure,misc,,NO_MATCH,,0,llm_no_match,"None of the provided LOINC codes appropriately capture 'history of liver failure'. The matches are primarily imaging studies (ERCP, ultrasound) or history of other conditions (hyperlipidemia, hyperglycemia), but lack a specific 'History of liver failure' code that would be expected for this questionnaire field.",5,"['28016-4', '88655-6', '28017-2', '38022-0', '43650-1']"
arivale,questionnaires,jiahui:health-history:hh:liver_pancreas_gallbladder:other,Misc - Jiahui:Health-History:Hh:Liver Pancreas Gallbladder:Other,misc,,NO_MATCH,,0,llm_no_match,"All matches are specific diagnostic procedures (ERCP, imaging studies) rather than general health history questions. This field appears to capture 'other' liver/pancreas/gallbladder conditions in a questionnaire, requiring a broader health history LOINC code that isn't present in the matches.",5,"['28016-4', '28017-2', '80839-4', '88655-6', '105128-3']"
arivale,questionnaires,jiahui:health-history:hh:liver_pancreas_gallbladder:pancreatitis,Misc - Jiahui:Health-History:Hh:Liver Pancreas Gallbladder:Pancreatitis,misc,,NO_MATCH,,0,llm_no_match,"None of the provided LOINC codes specifically address 'history of pancreatitis.' The matches are either imaging studies (ERCP, CT, US, MR), histories of unrelated conditions (hyperlipidemia, hyperuricemia, high glucose), or too generic (general health history). A specific pancreatitis history code would be needed for accurate clinical documentation.",5,"['88655-6', '28016-4', '28017-2', '80839-4', '67804-5']"
arivale,questionnaires,jiahui:health-history:hh:medications:other,Misc - Jiahui:Health-History:Hh:Medications:Other,misc,,NO_MATCH,,0,llm_no_match,"The field captures 'other medications' from health history, but none of the provided LOINC codes specifically address general medication history. The matches are either about nonmedical drug use, disease history, or medication-related adverse events rather than comprehensive medication history documentation.",4,"['11343-1', '54140-9', '8668-6', '78924-8', '10170-9']"
arivale,questionnaires,jiahui:health-history:hh:sleep:other,Misc - Jiahui:Health-History:Hh:Sleep:Other,misc,,NO_MATCH,,0,llm_no_match,"The field 'jiahui:health-history:hh:sleep:other' appears to be a catch-all or miscellaneous field for sleep-related data that doesn't fit into specific categories. All the LOINC matches are very specific sleep assessments (insomnia patterns, sleep quality scales, concentration issues, etc.) rather than a general 'other' category for sleep history. Without knowing the specific content captured in this 'other' field, assigning any of these specific LOINC codes would be inappropriate and could misrepresent the data.",4,"['45550-1', '90033-2', '28342-4', '72205-8', '76892-9']"
arivale,questionnaires,jiahui:health-history:hh:supplements:b_vitamin_complex,Misc - Jiahui:Health-History:Hh:Supplements:B Vitamin Complex,misc,,NO_MATCH,,0,llm_no_match,This field captures B vitamin complex supplement usage history from a questionnaire. The top matches are either laboratory measurements of vitamins/substances in blood (inappropriate for supplement history) or history codes for medical conditions rather than supplement use. No LOINC code appropriately represents B vitamin complex supplementation history.,5,"['59468-9', '88655-6', '72160-5', '78924-8', '42725-2']"
arivale,questionnaires,jiahui:health-history:hh:supplements:general,Misc - Jiahui:Health-History:Hh:Supplements:General,misc,,NO_MATCH,,0,llm_no_match,"No LOINC code appropriately captures 'general supplement history' in a patient questionnaire context. The supplement-related codes are either for clinical trial protocols (35527-1) or specific supplement timing (45746-5), not general supplement history collection.",4,"['11322-5', '88655-6', '35527-1', '78924-8', '108240-3']"
arivale,questionnaires,jiahui:health-history:hh:supplements:vitamin_d,Misc - Jiahui:Health-History:Hh:Supplements:Vitamin D,misc,,NO_MATCH,,0,llm_no_match,"No appropriate match found. The closest codes (81930-0, 81929-2) are for 24-hour dietary vitamin D intake measurements, but this field appears to be asking about general vitamin D supplement usage in a health history context, which requires a different type of LOINC code not present in the search results.",5,"['35365-6', '81930-0', '81929-2', '88655-6', '62290-2']"
arivale,questionnaires,jiahui:health-history:hh:thyroid:other,Misc - Jiahui:Health-History:Hh:Thyroid:Other,misc,,NO_MATCH,,0,llm_no_match,"No LOINC code appropriately captures 'other/miscellaneous thyroid history'. Available codes are either too specific (hypothyroidism only), too broad (all endocrine disorders), or have incorrect timeframes (7 days vs. general history).",4,"['45638-4', '8668-6', '10170-9', '54140-9', '54116-9']"
arivale,questionnaires,assessment:productivity:recent-ailments:lung_problems_including_asthma,Misc - Assessment:Productivity:Recent-Ailments:Lung Problems Including Asthma,misc,,NO_MATCH,,0,llm_no_match,"While several codes address asthma-specific symptoms (62213-4, 62077-3) or breathing assessments, none capture the broader scope of 'lung problems including asthma' as a general category. The field appears to be a broad screening question about various lung conditions, not specific symptom assessments.",5,"['93108-9', '62213-4', '57237-0', '86675-6', '80320-5']"
arivale,questionnaires,response_count,Misc - Response Count,misc,,NO_MATCH,,0,llm_no_match,"No LOINC code appropriately represents a general questionnaire response count. The closest match (77543-7) is specific to AmNART cognitive testing, while this field appears to track overall questionnaire completion metrics in a lifestyle/wellness context.",5,"['67014-1', '9161-1', '77543-7', '77546-0', '91905-0']"
arivale,questionnaires,response_pct,Misc - Response Pct,misc,,NO_MATCH,,0,llm_no_match,"Response percentage is a survey administration metric, not a clinical measurement. LOINC codes are for clinical observations, not data collection quality indicators.",5,"['9162-9', '9163-7', '9164-5', '9165-2', '9166-0']"
arivale,questionnaires,vendor,Personality - Vendor,personality,,NO_MATCH,,0,llm_no_match,"Field asks about personality assessment vendor/company, but available LOINC codes either address personality traits themselves or vendor identification in non-questionnaire contexts. No appropriate match for questionnaire-based vendor identification.",4,"['62744-8', '65170-3', '55079-8', '59841-7', '76723-6']"
arivale,questionnaires,days_in_program,Personality - Days In Program,personality,days,NO_MATCH,,0,llm_no_match,"The field 'days_in_program' measures duration of participation in the Arivale program (quantitative, in days), while all retrieved LOINC codes are qualitative personality assessments or psychological scales (FACIT, BFI, PROMIS). There is a fundamental mismatch between a program duration metric and personality/psychological evaluation instruments. No appropriate LOINC code exists in this set.",6,"['70324-9', '65170-3', '62034-4', '70654-9', '62042-7']"
arivale,questionnaires,days_since_first_call,Personality - Days Since First Call,personality,days,NO_MATCH,,0,llm_no_match,"The field 'days_since_first_call' measures a temporal duration in days from an initial contact point, which is an administrative/logistical metric. All provided LOINC codes are personality assessment questionnaire items that measure psychological traits, mood, or social functioning - none measure time intervals or administrative tracking data. There is a fundamental semantic mismatch between a temporal measurement and personality assessment items.",6,"['70324-9', '65170-3', '62157-3', '65182-8', '70412-2']"
arivale,questionnaires,days_since_first_draw,Personality - Days Since First Draw,personality,days,NO_MATCH,,0,llm_no_match,"Field tracks days since blood draw (temporal/administrative), while all LOINC matches are personality assessment instruments. Semantic mismatch between operational timing data and psychological measures.",6,"['70324-9', '91237-8', '71044-2', '70351-2', '62034-4']"
arivale,questionnaires,month,Personality - Month,personality,,NO_MATCH,,0,llm_no_match,"The field 'month' with description 'Personality - Month' appears to be a temporal field (likely indicating which month data was collected) rather than a personality assessment or clinical measurement. None of the LOINC codes provided measure temporal/calendar aspects - they all assess personality traits, emotional well-being, or mood over specific time periods. A month field would typically be metadata rather than a clinical observation requiring LOINC coding.",4,"['70324-9', '65170-3', '62744-8', '72352-8', '66824-4']"
arivale,questionnaires,weekday,Personality - Weekday,personality,,NO_MATCH,,0,llm_no_match,"The field 'weekday' with description 'Personality - Weekday' appears to be asking about personality traits related to weekdays, but all provided LOINC codes are either about personality changes over 7 days, general personality assessments, or specific personality traits. None specifically address weekday-related personality aspects or behaviors. The semantic gap between weekday-specific personality and the available general personality assessments is too significant for a valid match.",4,"['70324-9', '65170-3', '65145-5', '65176-0', '65184-4']"
arivale,questionnaires,season,Personality - Season,personality,,NO_MATCH,,0,llm_no_match,No codes specifically address seasonal personality aspects or seasonal preferences. Available codes focus on general personality traits from standardized instruments but miss the seasonal component entirely.,4,"['70324-9', '65170-3', '62744-8', '72352-8', '65044-0']"
arivale,questionnaires,assessment:personality:dislike_attention:enum,Personality - Assessment:Personality:Dislike Attention:Enum,personality,,NO_MATCH,,0,llm_no_match,"While several codes relate to personality assessment (70324-9, 65170-3) and dislike/social concerns (100785-5, 65481-4, 64907-9), none specifically capture 'dislike attention' as a personality trait. The closest matches either focus on personality changes, assertiveness, or fears of being disliked by others, but don't address the specific trait of disliking or avoiding attention itself.",5,"['70324-9', '65170-3', '100785-5', '65481-4', '106352-8']"
arivale,questionnaires,assessment:personality:feel_others_emotions:enum,Personality - Assessment:Personality:Feel Others Emotions:Enum,personality,,NO_MATCH,,0,llm_no_match,"The field 'assessment:personality:feel_others_emotions:enum' appears to measure empathy or emotional understanding of others, but none of the LOINC matches capture this concept. The closest matches relate to feelings about oneself in relation to others (assertiveness, feeling detached, feeling inferior) rather than the ability to perceive or understand others' emotions, which is the core concept of empathy/emotional intelligence.",5,"['65170-3', '46665-6', '76759-0', '71039-2', '100770-7']"
arivale,questionnaires,assessment:personality:leave_belongings_around:enum,Personality - Assessment:Personality:Leave Belongings Around:Enum,personality,,NO_MATCH,,0,llm_no_match,"None of the provided LOINC codes measure organizational behavior or tidiness traits. The matches cover personality changes, assertiveness, social isolation, and functional abilities, but not the conscientiousness dimension related to leaving belongings around.",5,"['70324-9', '65170-3', '71120-0', '54695-2', '94995-8']"
arivale,questionnaires,assessment:personality:little_concern_for_others:enum,Personality - Assessment:Personality:Little Concern For Others:Enum,personality,,NO_MATCH,,0,llm_no_match,"No LOINC code adequately captures 'little concern for others' personality trait. Available codes focus on social anxiety, worry about others' opinions, or behavioral symptoms, but none measure empathy deficits or callous personality traits that this field appears to assess.",5,"['65170-3', '70703-4', '64907-9', '54690-3', '54684-6']"
arivale,questionnaires,assessment:personality:prepared:enum,Personality - Assessment:Personality:Prepared:Enum,personality,,NO_MATCH,,0,llm_no_match,"None of the LOINC codes specifically measure 'preparedness' as a personality trait. While 62744-8 covers personality traits generally, it lacks the specificity for the 'prepared' dimension. The other codes measure different constructs like assertiveness, mood, or functional abilities.",4,"['65170-3', '91689-0', '91688-2', '62744-8', '70324-9']"
arivale,questionnaires,assessment:personality:time_for_others:enum,Personality - Assessment:Personality:Time For Others:Enum,personality,,NO_MATCH,,0,llm_no_match,"The field 'assessment:personality:time_for_others:enum' appears to measure how much time someone dedicates to others, which is a behavioral/altruistic personality trait. The top matches focus on assertiveness (65170-3), self-comparison to others (71173-9, 71289-3), and kindness/consideration (65176-0), but none specifically capture the concept of 'time for others' or time allocation in relationships. The closest match 65176-0 about being 'considerate, kind to almost everyone' relates to prosocial behavior but doesn't address the temporal/priority aspect of dedicating time to others.",5,"['65170-3', '70324-9', '71173-9', '70703-4', '71289-3']"
arivale,questionnaires,response_count,Personality - Response Count,personality,,NO_MATCH,,0,llm_no_match,"This field represents a count of questionnaire responses (metadata), while all suggested LOINC codes are for actual psychological assessment scores and clinical measurements. LOINC codes are not typically assigned to administrative counts or completion metrics.",5,"['84777-2', '84794-7', '84789-7', '84782-2', '91688-2']"
arivale,questionnaires,public_client_id,Productivity - Public Client Id,productivity,,NO_MATCH,,0,llm_no_match,"The field 'public_client_id' appears to be a productivity metric identifier specific to the Arivale platform, not a clinical measurement. All suggested LOINC codes relate to healthcare provider identifiers, medical device vendors, or clinical practitioners, which are fundamentally different from a client productivity identifier in a wellness/lifestyle platform context. None of the matches are semantically appropriate for this non-clinical identifier field.",5,"['11489-2', '55078-0', '18775-7', '22025-1', '18600-7']"
arivale,questionnaires,vendor,Productivity - Vendor,productivity,,NO_MATCH,,0,llm_no_match,"All suggested LOINC codes relate to medical device vendor specifications (software versions, serial numbers, model codes) while the field appears to be a questionnaire response about productivity-related vendors. There is no semantic alignment between productivity questionnaire data and medical device technical specifications.",4,"['41969-7', '55079-8', '41966-3', '41900-2', '41908-5']"
arivale,questionnaires,days_in_program,Productivity - Days In Program,productivity,days,NO_MATCH,,0,llm_no_match,"The field 'days_in_program' measures the duration/length of participation in a program (measured in days), while all provided LOINC codes relate to productivity assessments or work performance evaluations over specific time periods (typically past 7 days). None of the LOINC codes capture the concept of program enrollment duration or participation time, which is what this field represents.",6,"['99226-3', '71026-9', '70776-0', '61827-2', '71017-8']"
arivale,questionnaires,days_since_first_call,Productivity - Days Since First Call,productivity,days,NO_MATCH,,0,llm_no_match,"The field measures days elapsed since first call (temporal metric), while all LOINC options are productivity assessment scales measuring subjective performance levels. No semantic match exists.",6,"['71026-9', '70776-0', '70790-1', '46623-5', '70778-6']"
arivale,questionnaires,days_since_first_draw,Productivity - Days Since First Draw,productivity,days,NO_MATCH,,0,llm_no_match,"The field measures days elapsed since first draw (temporal interval), while all LOINC options are productivity assessment questionnaires. Fundamental semantic and data type mismatch.",6,"['99226-3', '71026-9', '70776-0', '70790-1', '81495-4']"
arivale,questionnaires,month,Productivity - Month,productivity,,NO_MATCH,,0,llm_no_match,"The field 'month' appears to be a temporal identifier indicating when productivity data was collected, not a measure of productivity itself. The provided LOINC codes are all assessment instruments measuring productivity levels or work performance, which would not be appropriate for coding a month/time field.",4,"['93092-5', '93090-9', '99226-3', '71026-9', '70776-0']"
arivale,questionnaires,response_count,Productivity - Response Count,productivity,,NO_MATCH,,0,llm_no_match,"The field 'response_count' appears to be a general metric counting responses in productivity surveys, but all LOINC matches are either specific clinical assessments (eye problems affecting productivity, life satisfaction scales) or healthcare facility metrics (nursing staff surveys). None capture the general concept of counting survey responses in a productivity context. The closest matches are healthcare-specific and don't align with the general productivity survey response counting described.",5,"['74171-0', '99226-3', '91905-0', '77263-2', '77543-7']"
arivale,questionnaires,response_pct,Productivity - Response Pct,productivity,,NO_MATCH,,0,llm_no_match,"All suggested LOINC codes relate to psychological assessments and cognitive tests, while the field 'response_pct' appears to measure productivity-related response percentages. There is no semantic alignment between productivity response metrics and the psychological/cognitive assessment codes provided.",5,"['85026-3', '85074-3', '84796-2', '84795-4', '84483-7']"
arivale,questionnaires,days_in_program,Raw - Days In Program,raw,days,NO_MATCH,,0,llm_no_match,"No LOINC code appropriately captures total program enrollment duration. All matches are PROMIS codes measuring activities or capabilities within 7-day periods, not cumulative program participation time.",6,"['81479-8', '62121-9', '76844-0', '81481-4', '62104-5']"
arivale,questionnaires,days_since_first_call,Raw - Days Since First Call,raw,days,NO_MATCH,,0,llm_no_match,"No LOINC code appropriately matches 'days since first call'. The closest option (96545-9) is specific to infectious disease contact tracing, while this field appears to track time since initial contact in a general healthcare/study context.",6,"['99342-8', '96545-9', '99343-6', '81512-6', '81499-6']"
arivale,questionnaires,days_since_first_draw,Raw - Days Since First Draw,raw,days,NO_MATCH,,0,llm_no_match,"The field measures days since initial blood draw for study timeline tracking. The vector matches are primarily PROMIS functional assessment items referencing '7 days' timeframes, which are semantically different from temporal tracking of study events. No appropriate LOINC code exists for this study administration concept.",6,"['61739-9', '62215-9', '62225-8', '91233-7', '81479-8']"
arivale,questionnaires,month,Raw - Month,raw,,NO_MATCH,,0,llm_no_match,"No LOINC codes match a simple month identifier. All candidates are either clinical measurements with temporal components, specific disease-related timepoints, or behavioral assessments, none of which align with a basic 'month' data collection identifier.",4,"['77813-4', '35350-8', '86598-0', '107133-1', '35658-4']"
arivale,questionnaires,weekday,Raw - Weekday,raw,,NO_MATCH,,0,llm_no_match,"The field 'weekday' represents a simple temporal reference (day of the week), while all suggested LOINC codes are specific health outcome measurements (drinking behavior, cognitive function, etc.). No semantic relationship exists between a weekday identifier and these clinical assessments.",4,"['76931-5', '76905-9', '76911-7', '81512-6', '81497-0']"
arivale,questionnaires,season,Raw - Season,raw,,NO_MATCH,,0,llm_no_match,"The field 'season' appears to be asking about calendar seasons (spring, summer, fall, winter) as a general demographic or contextual variable. The top matches are either about bacterial testing in raw milk (irrelevant), influenza seasons (too specific for general season tracking), or cognitive assessments about recalling seasons (clinical assessments rather than simple season reporting). None of these LOINC codes appropriately capture a basic seasonal demographic variable.",4,"['20823-1', '39019-5', '86598-0', '92943-0', '45485-0']"
arivale,questionnaires,assessment:diet:alcohol_preference:int,Raw - Assessment:Diet:Alcohol Preference:Int,raw,,NO_MATCH,,0,llm_no_match,"The field 'alcohol_preference:int' suggests a categorical preference rating (likely ordinal scale), but all top matches are either yes/no questions about alcohol consumption history, dietary recommendations, or frequency measures. None capture preference as a rated construct. The closest matches (63633-2, 70438-7, 106648-9) focus on consumption patterns rather than preference assessment.",5,"['63633-2', '99854-2', '100265-8', '76918-2', '70438-7']"
arivale,questionnaires,assessment:diet:avoid_dairy:int,Raw - Assessment:Diet:Avoid Dairy:Int,raw,,NO_MATCH,,0,llm_no_match,"No appropriate match found. The field represents a questionnaire item about dairy avoidance behavior, but all suggested LOINC codes are either laboratory tests for pathogens/allergens in dairy products or quantitative intake measurements, not behavioral dietary assessments.",5,"['39019-5', '20823-1', '82557-0', '82559-6', '102582-4']"
arivale,questionnaires,assessment:diet:breakfast_cereal:int,Raw - Assessment:Diet:Breakfast Cereal:Int,raw,,NO_MATCH,,0,llm_no_match,"The field 'assessment:diet:breakfast_cereal:int' appears to be a dietary questionnaire response about breakfast cereal consumption frequency or quantity (integer value). All provided LOINC codes are laboratory tests measuring food allergen antibodies (IgE/IgG) in serum, which are completely different from dietary assessment questionnaires. There is no semantic match between a self-reported dietary intake measurement and laboratory allergen testing.",5,"['61312-5', '46713-4', '102696-2', '82559-6', '82557-0']"
arivale,questionnaires,assessment:diet:cookies_cakes_scones:int,Raw - Assessment:Diet:Cookies Cakes Scones:Int,raw,,NO_MATCH,,0,llm_no_match,"This is a dietary questionnaire field about consumption of baked goods, while all provided LOINC codes are laboratory biochemical measurements (glucose, ketones, etc.). There is no semantic relationship between dietary intake reporting and these lab values.",5,"['14771-0', '54394-2', '22702-5', '103962-7', '53094-9']"
arivale,questionnaires,assessment:diet:freq_breakfast:int,Raw - Assessment:Diet:Freq Breakfast:Int,raw,,NO_MATCH,,0,llm_no_match,"While 81663-7 'Diet [Type]' is the closest match for patient-reported dietary data, it captures diet type/category rather than meal frequency. The field measures breakfast frequency (likely as counts/week), but no LOINC code specifically addresses meal frequency patterns. The other codes are either allergen tests or clinical documentation notes, not patient questionnaire responses.",5,"['84290-6', '82052-2', '82559-6', '15241-3', '81663-7']"
arivale,questionnaires,assessment:diet:freq_breakfast_cereal:int,Raw - Assessment:Diet:Freq Breakfast Cereal:Int,raw,,NO_MATCH,,0,llm_no_match,"All suggested codes are food allergen IgE laboratory tests, but the field measures dietary frequency from a questionnaire. No semantic or functional relationship exists between allergy testing and dietary consumption assessment.",5,"['82559-6', '82557-0', '15221-5', '82555-4', '82553-9']"
arivale,questionnaires,assessment:diet:freq_caffeinated_beverages:int,Raw - Assessment:Diet:Freq Caffeinated Beverages:Int,raw,,NO_MATCH,,0,llm_no_match,"The field measures frequency of caffeinated beverage consumption, which is a dietary/nutritional assessment. All provided LOINC codes relate to age demographics, cancer therapy assessments, or education - none address dietary intake frequency or caffeinated beverages specifically. A proper match would need to relate to dietary habits, beverage consumption frequency, or caffeine intake patterns.",6,"['70585-5', '46251-5', '30525-0', '105509-4', '21612-7']"
arivale,questionnaires,assessment:diet:freq_cheese:int,Raw - Assessment:Diet:Freq Cheese:Int,raw,,NO_MATCH,,0,llm_no_match,"The field measures dietary frequency of cheese consumption (questionnaire data), but all LOINC matches are laboratory tests measuring either cheese allergen antibodies (IgE/IgG) or food contaminants in raw milk. None capture dietary frequency assessment from questionnaires.",5,"['39019-5', '102225-0', '7209-0', '100409-2', '57932-6']"
arivale,questionnaires,assessment:diet:freq_cooked_green_vegetables:int,Raw - Assessment:Diet:Freq Cooked Green Vegetables:Int,raw,,NO_MATCH,,0,llm_no_match,"While 90721-2 is semantically similar (frequency of green vegetable consumption), it specifically asks about raw salads whereas the field asks about cooked green vegetables. This cooking method distinction is clinically meaningful in nutritional assessment, and no LOINC code adequately captures cooked green vegetable frequency.",5,"['90721-2', '80460-9', '45739-0', '28070-1', '15226-4']"
arivale,questionnaires,assessment:diet:freq_cruciferous_vegetables:int,Raw - Assessment:Diet:Freq Cruciferous Vegetables:Int,raw,,NO_MATCH,,0,llm_no_match,"All provided codes measure food allergen responses, stool fiber content, or physical limitations - none measure dietary frequency or consumption of cruciferous vegetables. A dietary assessment questionnaire item requires a LOINC code for nutritional intake measurement, not allergen testing.",5,"['69931-4', '71374-3', '15244-7', '46711-8', '28070-1']"
arivale,questionnaires,assessment:diet:freq_eating_out:int,Raw - Assessment:Diet:Freq Eating Out:Int,raw,,NO_MATCH,,0,llm_no_match,"None of the LOINC codes capture the specific concept of 'frequency of eating out/dining out.' The matches focus on functional eating ability, general nutrition assessments, or other dietary concepts, but not the behavioral pattern of eating out frequency that this field measures.",5,"['70585-5', '95019-6', '89410-5', '84290-6', '71153-1']"
arivale,questionnaires,assessment:diet:freq_eggs:int,Raw - Assessment:Diet:Freq Eggs:Int,raw,,NO_MATCH,,0,llm_no_match,"Field measures dietary frequency of egg consumption (behavioral assessment), while all LOINC matches are for egg allergy IgE testing (laboratory measurements). These represent fundamentally different clinical concepts despite both involving eggs.",5,"['82559-6', '82052-2', '82557-0', '15241-3', '50656-8']"
arivale,questionnaires,assessment:diet:freq_fresh_fruit:int,Raw - Assessment:Diet:Freq Fresh Fruit:Int,raw,,NO_MATCH,,0,llm_no_match,"All matches are either food allergen IgE tests (measuring immune response) or diet type classification. None capture dietary frequency assessment for fresh fruit consumption, which requires a behavioral/nutritional frequency measurement code.",5,"['75002-6', '15255-3', '15251-2', '82080-3', '82549-7']"
arivale,questionnaires,assessment:diet:freq_fruit_juice:int,Raw - Assessment:Diet:Freq Fruit Juice:Int,raw,,NO_MATCH,,0,llm_no_match,"Field measures fruit juice consumption frequency from questionnaire data, while all LOINC codes are for food allergen IgE antibody testing. Fundamental semantic mismatch between dietary intake assessment and allergy testing.",5,"['82059-7', '31006-0', '15247-0', '75002-6', '82549-7']"
arivale,questionnaires,assessment:diet:freq_ice_cream:int,Raw - Assessment:Diet:Freq Ice Cream:Int,raw,,NO_MATCH,,0,llm_no_match,"No LOINC code appropriately captures ice cream consumption frequency. Available codes focus on allergen testing, binge eating assessment, or general diet narratives rather than dietary intake frequency measurement.",5,"['34395-4', '99854-2', '50656-8', '65522-5', '82557-0']"
arivale,questionnaires,assessment:diet:freq_meat:int,Raw - Assessment:Diet:Freq Meat:Int,raw,,NO_MATCH,,0,llm_no_match,"All matches are laboratory IgE allergen tests for meat proteins, while the field is a dietary frequency questionnaire response. These represent completely different types of data - immunological testing vs. dietary behavior assessment.",5,"['15226-4', '31007-8', '46710-0', '82052-2', '40843-5']"
arivale,questionnaires,assessment:diet:freq_nuts_seeds:int,Raw - Assessment:Diet:Freq Nuts Seeds:Int,raw,,NO_MATCH,,0,llm_no_match,"All provided LOINC codes are food allergen IgE antibody tests measuring allergic reactions, while the field measures dietary frequency of nuts/seeds consumption. These represent completely different clinical concepts - allergy testing vs. nutritional assessment.",5,"['34395-4', '50656-8', '82563-8', '82565-3', '15221-5']"
arivale,questionnaires,assessment:diet:freq_oil_rich_fish:int,Raw - Assessment:Diet:Freq Oil Rich Fish:Int,raw,,NO_MATCH,,0,llm_no_match,No LOINC code appropriately captures dietary frequency of oil-rich fish consumption. Available codes focus on fish allergen testing or omega-3 nutrient measurements rather than food frequency assessment.,5,"['102582-4', '15227-2', '34395-4', '81901-1', '46712-6']"
arivale,questionnaires,assessment:diet:freq_plant_based_protein:int,Raw - Assessment:Diet:Freq Plant Based Protein:Int,raw,,NO_MATCH,,0,llm_no_match,No LOINC code specifically captures frequency of plant-based protein consumption. The closest match (81663-7 Diet [Type]) is about diet classification rather than consumption frequency of specific food categories.,5,"['70585-5', '34395-4', '81906-0', '81905-2', '50656-8']"
arivale,questionnaires,assessment:diet:freq_potatoes_pasta_rice:int,Raw - Assessment:Diet:Freq Potatoes Pasta Rice:Int,raw,,NO_MATCH,,0,llm_no_match,"The field measures dietary frequency of potatoes/pasta/rice consumption from a questionnaire, but all top matches are allergy tests (IgE antibodies) for food allergen mixes in serum. These are completely different clinical concepts - dietary intake frequency vs. allergic reaction testing. No appropriate LOINC code found in the provided matches.",5,"['82054-8', '69931-4', '15243-9', '15244-7', '71374-3']"
arivale,questionnaires,assessment:diet:freq_poultry:int,Raw - Assessment:Diet:Freq Poultry:Int,raw,,NO_MATCH,,0,llm_no_match,"The field measures dietary frequency of poultry consumption from a questionnaire, while all LOINC matches are for chicken meat allergy testing (IgE antibodies). These represent fundamentally different clinical concepts - dietary behavior vs. immunological response.",5,"['40843-5', '6071-5', '82052-2', '15226-4', '46710-0']"
arivale,questionnaires,assessment:diet:freq_processed_meat:int,Raw - Assessment:Diet:Freq Processed Meat:Int,raw,,NO_MATCH,,0,llm_no_match,"The field measures dietary frequency of processed meat consumption (questionnaire data), while all LOINC matches are for food allergen IgE antibody tests in serum. These represent completely different measurement types - dietary assessment vs. immunological testing. No appropriate LOINC code exists in the provided matches.",5,"['15226-4', '31007-8', '46710-0', '82052-2', '24163-8']"
arivale,questionnaires,assessment:diet:freq_soft_drinks:int,Raw - Assessment:Diet:Freq Soft Drinks:Int,raw,drinks,NO_MATCH,,0,llm_no_match,"None of the provided LOINC codes specifically address soft drink consumption frequency. The closest match (81056-4) measures fructose intake over 24 hours, which differs significantly in substance, measurement approach, and clinical context from frequency of soft drink consumption.",6,"['70585-5', '39019-5', '99854-2', '81675-1', '81663-7']"
arivale,questionnaires,assessment:diet:freq_sweets_chocolates:int,Raw - Assessment:Diet:Freq Sweets Chocolates:Int,raw,,NO_MATCH,,0,llm_no_match,All matches are laboratory allergy tests or unrelated assessments. No LOINC code represents dietary frequency of sweets/chocolates consumption from questionnaires.,5,"['57935-9', '102714-3', '102870-3', '6073-1', '99854-2']"
arivale,questionnaires,assessment:diet:freq_white_fish:int,Raw - Assessment:Diet:Freq White Fish:Int,raw,,NO_MATCH,,0,llm_no_match,"The field measures dietary frequency of white fish consumption (questionnaire data), but all LOINC matches are laboratory tests for fish allergen antibodies in serum. These are fundamentally different concepts - dietary intake frequency vs. allergic sensitization testing. No appropriate LOINC code exists for this dietary assessment.",5,"['102582-4', '82557-0', '102845-5', '82559-6', '102660-8']"
